,file,parsed,entities,labels,position_start,position_end
PMC8081851,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8081851\sections\1_body\5_ethics_statement\1_p.xml,Ethical review and approval was not required for the study on human participants in accordance with the local legislation and institutional requirements. The patients/participants provided their written informed consent to participate in this study.,[],[],[],[]
PMC8082151,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8082151\sections\1_body\5_ethics_statement\1_p.xml,"The animal study was reviewed and approved by Comité Institucional para el Cuidado y Uso de Animales de Laboratorio (CICUAL), Facultad de Ciencias Médicas, Universidad Nacional de Cuyo.","[Comité Institucional, Cuidado, Facultad de Ciencias Médicas, Universidad Nacional de Cuyo]","['ORG', 'GPE', 'PERSON', 'ORG']","[46, 75, 126, 156]","[66, 82, 154, 184]"
PMC8082189,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8082189\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Animal Ethical Committee of Southern Finland (Finland: ESAVI/10300/04.10.07/2016 and ESAVI/38503/2019).,"[the Animal Ethical Committee of Southern Finland, Finland]","['ORG', 'GPE']","[46, 96]","[94, 103]"
PMC8082415,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8082415\sections\2_back\2_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Animal Ethics Committee of Anhui Medical University.,[the Animal Ethics Committee of Anhui Medical University],['ORG'],[46],[101]
PMC8083899,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8083899\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Institutional Review Boards of Qilu Hospital of Shandong University and 3rd Affiliated Hospital of Sun Yat-sen University. The patients/participants provided their written informed consent to participate in this study.,"[the Institutional Review Boards of Qilu Hospital of Shandong University, 3rd Affiliated Hospital of Sun Yat-sen University]","['ORG', 'ORG']","[71, 147]","[142, 196]"
PMC8085524,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8085524\sections\1_body\6_ethics_statement\1_p.xml,"The animal study was reviewed and approved by The Institutional Animal Care and Utilization Committee (IACUU) of the First Affiliated Hospital, Sun Yat-Sen University (approval number 2018033).","[The Institutional Animal Care and Utilization Committee (IACUU, the First Affiliated Hospital, Sun Yat-Sen University, number 2018033]","['ORG', 'ORG', 'PERSON', 'DATE']","[46, 113, 144, 177]","[108, 142, 166, 191]"
PMC8085756,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8085756\sections\2_back\1_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Ethics Committee of the Affiliated Hospital of North Sichuan Medical College. The patients/participants provided their written informed consent to participate in this study.,[the Ethics Committee of the Affiliated Hospital of North Sichuan Medical College],['ORG'],[71],[151]
PMC8085888,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8085888\sections\2_back\2_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by The study was approved by the Institutional Review Board of the China Medical University Hospital (The ethics approval number: CMUH107-REC3-074(CR1)). Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements.,"[the Institutional Review Board, the China Medical University Hospital]","['ORG', 'ORG']","[97, 131]","[127, 168]"
PMC8086557,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8086557\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Newfoundland and Labrador Human Research Ethics Board #2018.210. Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements.,"[Newfoundland, Labrador Human Research Ethics Board, 2018.210]","['ORG', 'ORG', 'MONEY']","[71, 88, 126]","[83, 124, 134]"
PMC8086834,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8086834\sections\1_body\6_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by Institute Ethics Committee, PGIMER, Chandigarh. Written informed consent from the participants' legal guardian/next of kin was not required to participate in this study in accordance with the national legislation and the institutional requirements. Written informed consent was obtained from the minor(s)' legal guardian/next of kin for the publication of any potentially identifiable images or data included in this article.",[Institute Ethics Committee],['ORG'],[71],[97]
PMC8087488,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8087488\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ethics Committee at the Second Affiliated Hospital of Chongqing Medical University. The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by Chongqing Municipal Committee of Science Technology.,"[Ethics Committee, the Second Affiliated Hospital of Chongqing Medical University, Chongqing Municipal Committee of Science Technology]","['ORG', 'ORG', 'ORG']","[71, 91, 297]","[87, 153, 348]"
PMC8091047,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8091047\sections\2_back\2_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Institutional Ethics Committee of Pentagrit Research (vide with the approval number 223/Go062020/IAEC).,"[the Institutional Ethics Committee of Pentagrit Research, number 223]","['ORG', 'CARDINAL']","[46, 127]","[102, 137]"
PMC8092438,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8092438\sections\1_body\5_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by Ethics committee “Catania 2”, ARNAS Garibaldi, Catania, P.zza S. M. di Gesù n. 5. The patients/participants provided their written informed consent to participate in this study.","[Ethics, Catania 2, ARNAS Garibaldi, Catania, S. M. di Gesù, 5]","['ORG', 'WORK_OF_ART', 'PERSON', 'GPE', 'PERSON', 'CARDINAL']","[71, 89, 101, 118, 133, 150]","[77, 98, 116, 125, 146, 151]"
PMC8093392,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8093392\sections\1_body\6_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Animals Committee of Shanghai Ninth People’s Hospital.,[the Animals Committee of Shanghai Ninth People’s Hospital],['ORG'],[46],[103]
PMC8093395,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8093395\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by IACUC of Longhua Hospital.,"[IACUC, Longhua Hospital]","['ORG', 'ORG']","[46, 55]","[51, 71]"
PMC8098770,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8098770\sections\1_body\6_ethics_statement\1_p.xml,The animal study was reviewed and approved by Animal Ethical and Welfare Committee of Sun Yat-sen University.,"[Animal Ethical and Welfare Committee, Sun Yat-sen University]","['ORG', 'PERSON']","[46, 86]","[82, 108]"
PMC8100053,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8100053\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Comité de protection des personnes Île-de-France V. Written informed consent to participate in this study was provided by the participants’ legal guardian/next of kin.,"[Comité de, Île-de-France V. Written]","['ORG', 'ORG']","[71, 106]","[80, 130]"
PMC8100313,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8100313\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the ethics committee of Shengjing Hospital of China Medical University (NO.2018PS234K). The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by the ethics committee of Shengjing Hospital of China Medical University (NO.2018PS234K). Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,"[Shengjing Hospital of China Medical University, NO.2018PS234K, Shengjing Hospital of China Medical University, NO.2018PS234K]","['ORG', 'PERSON', 'ORG', 'PERSON']","[95, 143, 325, 373]","[141, 156, 371, 386]"
PMC8100322,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8100322\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ethics Committee of Renji Hospital. The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by Ethics Committee of Renji Hospital. Written informed consent was obtained from the owners for the participation of their animals in this study. Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,"[Ethics Committee of Renji Hospital, Ethics Committee of Renji Hospital]","['ORG', 'ORG']","[71, 249]","[105, 283]"
PMC8100436,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8100436\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by Cangzhou Central Hospital.,[Cangzhou Central Hospital],['ORG'],[46],[71]
PMC8100451,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8100451\sections\1_body\6_ethics_statement\1_p.xml,"The animal study was reviewed and approved by the Wuhan Myhalic Biotechnology Co., Ltd.","[the Wuhan Myhalic Biotechnology Co., Ltd.]",['ORG'],[46],[87]
PMC8100670,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8100670\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Weill Cornell Medical College Institutional Review Board. Written informed consent from the participants' legal guardian/next of kin was not required to participate in this study in accordance with the national legislation and the institutional requirements.,[Weill Cornell Medical College Institutional Review Board],['ORG'],[71],[127]
PMC8100686,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8100686\sections\2_back\2_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Armed Forces Radiobiology Research Institute’s Institutional Animal Care and Use Committee.,[the Armed Forces Radiobiology Research Institute’s Institutional Animal Care and Use Committee],['ORG'],[46],[140]
PMC8101326,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8101326\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Beijing Friendship Hospital Ethics Committee. The patients/participants provided their written informed consent to participate in this study.,[Beijing Friendship Hospital Ethics Committee],['ORG'],[71],[115]
PMC8101543,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8101543\sections\2_back\2_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by Comité de Protection des Personnes sud-est 5, IRB: 6705. The ethics committee waived the requirement of written informed consent for participation.",[Comité de Protection des Personnes],['ORG'],[71],[105]
PMC8102684,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8102684\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by The Ethics Committee for medical research at Dongying People's Hospital. The patients/participants provided their written informed consent to participate in this study.,"[The Ethics Committee, Dongying People's Hospital]","['ORG', 'ORG']","[71, 116]","[91, 142]"
PMC8103001,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8103001\sections\1_body\5_ethics_statement\1_p.xml,"The animal study was reviewed and approved by Portuguese National Authority (General Direction of Veterinary) (Directives 86/609/EU and 2010/63/EU, Recommendation 2007/526/CE, European Convention for the Protection of Vertebrate Animals used for Experimental or Other Scientific Purposes ETS 123/Appendix A) and Portuguese Laws on Animal Care (Decreto-Lei 129/92, Portaria 1005/92, Portaria 466/95, Decreto-Lei 197/96, and Portaria 1131/97), Portugal; Ethics Committee of the Instituto de Medicina Molecular João Lobo Antunes (IMM), Faculdade de Medicina, Universidade de Lisboa, Portugal.","[Portuguese National Authority (General Direction of Veterinary, EU, 2010/63, EU, Recommendation 2007/526/CE, European Convention for the Protection of Vertebrate Animals, Portuguese Laws on Animal Care, 129/92, 1005/92, Portaria 466/95, Portaria, Portugal, Ethics Committee, the Instituto de Medicina Molecular João, Faculdade de Medicina, de Lisboa, Portugal]","['ORG', 'ORG', 'CARDINAL', 'ORG', 'ORG', 'ORG', 'WORK_OF_ART', 'CARDINAL', 'CARDINAL', 'GPE', 'GPE', 'GPE', 'ORG', 'ORG', 'PERSON', 'PERSON', 'GPE']","[46, 129, 136, 144, 148, 176, 312, 356, 373, 382, 423, 442, 452, 472, 533, 569, 580]","[108, 131, 143, 146, 174, 236, 342, 362, 380, 397, 431, 450, 468, 512, 554, 578, 588]"
PMC8111003,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8111003\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Animal Ethics Committee of Shengjing Hospital of China Medical University.,[the Animal Ethics Committee of Shengjing Hospital of China Medical University],['ORG'],[46],[123]
PMC8111008,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8111008\sections\1_body\4_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by the University of Wollongong Human Ethics Committee (HE 13/272). The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by the Animal Ethics Committee and Biosafety Committee, Macquarie University (AEC Reference Nos. 2015/034 and 2017/019; NLRD 5201401007).","[the University of Wollongong Human Ethics Committee, HE 13/272, the Animal Ethics Committee, Biosafety Committee, Macquarie University, 2017/019]","['ORG', 'DATE', 'ORG', 'ORG', 'ORG', 'DATE']","[71, 124, 278, 310, 331, 385]","[122, 133, 305, 329, 351, 393]"
PMC8111289,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8111289\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Institutional Animal Care and Use Committee (IACUC) in Sichuan University.,[the Institutional Animal Care and Use Committee (IACUC],['ORG'],[46],[100]
PMC8111290,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8111290\sections\1_body\6_ethics_statement\1_p.xml,The animal study was reviewed and approved by Universiti Kebangsaan Malaysia Animal Ethics Committee (UKMMAEC).,"[Universiti, UKMMAEC]","['GPE', 'ORG']","[46, 102]","[56, 109]"
PMC8111291,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8111291\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by The human sample study was reviewed and approved by Shanghai Jiao Tong University School of Medicine. The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by the animal study was reviewed and approved by Shanghai Jiao Tong University School of Medicine.,"[Shanghai, Tong University School of Medicine, Shanghai, Tong University School of Medicine]","['GPE', 'ORG', 'GPE', 'ORG']","[123, 137, 361, 375]","[131, 171, 369, 409]"
PMC8115218,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8115218\sections\2_back\1_ethics_statement\1_p.xml,The animal study was reviewed and approved by the ethics committee of the National Key Discipline of Human Anatomy.,[the National Key Discipline of Human Anatomy],['ORG'],[70],[114]
PMC8116589,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8116589\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by University of Massachusetts Medical School Institutional Animal Care and Use Committee.,[University of Massachusetts Medical School Institutional Animal Care],['ORG'],[46],[114]
PMC8116631,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8116631\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by CAEC Valencia. The patients/participants provided their written informed consent to participate in this study.,[CAEC Valencia],['PERSON'],[71],[84]
PMC8119888,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8119888\sections\1_body\6_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Institutional Animal Care and Use Committee at PLA General Hospital.,[the Institutional Animal Care and Use Committee at PLA General Hospital],['ORG'],[46],[117]
PMC8126706,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8126706\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by Ethics Committee of IRCCS San Raffaele Scientific Institute of Milan and Italian Ministry of Health (n°220/2016-PR and n°378/2019-PR).,"[Ethics Committee of IRCCS San Raffaele Scientific Institute of Milan, Italian Ministry of Health, 220/2016]","['ORG', 'ORG', 'CARDINAL']","[46, 119, 149]","[114, 145, 157]"
PMC8129569,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8129569\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the local IRB of the CHRU of Lille (CSTMT043). The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by French national authorization number: 8708503 and French ethics committee registration number APAFIS#14581-2018041009469362 v3.,"[Lille, French, 8708503, French]","['GPE', 'NORP', 'DATE', 'NORP']","[100, 260, 298, 310]","[105, 266, 305, 316]"
PMC8130556,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8130556\sections\1_body\5_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by the local ethical committee (Kantonale Ethikkommission Bern, KEK122/14). The patients/participants provided their written informed consent to participate in this study.",[Kantonale Ethikkommission Bern],['ORG'],[100],[130]
PMC8134684,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8134684\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by Institutional Animal Care and Use Committee (IACUC) of Tianjin Medical University.,"[Institutional Animal Care and Use Committee (IACUC, Tianjin Medical University]","['ORG', 'ORG']","[46, 101]","[96, 127]"
PMC8134696,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8134696\sections\1_body\6_ethics_statement\1_p.xml,"Ethical review and approval was not required for the animal study because all procedures were completed under licences (PPL60/4508 and PPL60/3579) and permission according to the guidelines of the Home Office, United Kingdom.","[the Home Office, United Kingdom]","['ORG', 'GPE']","[193, 210]","[208, 224]"
PMC8136272,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8136272\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by Roswell Park Comprehensive Cancer Center IACUC.,[Roswell Park Comprehensive Cancer Center IACUC],['ORG'],[46],[92]
PMC8136432,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8136432\sections\1_body\6_ethics_statement\1_p.xml,Ethical review and approval was not required for the study on human participants in accordance with the local legislation and institutional requirements. The patients/participants provided their written informed consent to participate in this study.,[],[],[],[]
PMC8138055,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8138055\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Harbin Medical University Cancer Hospital. The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by Harbin Medical University Cancer Hospital.,"[Harbin Medical University Cancer Hospital, Harbin Medical University Cancer Hospital]","['ORG', 'ORG']","[71, 256]","[112, 297]"
PMC8138064,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8138064\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Mario Penna Institutional Review Board #1.583.784. The patients/participants provided their written informed consent to participate in this study.,[Mario Penna Institutional Review Board],['ORG'],[71],[109]
PMC8138425,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8138425\sections\1_body\6_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by Medisch Ethisch Toetsingscommissie Leiden-Den Haag-Delft, Leiden University Medical Center. Written informed consent to participate in this study was provided by the participants’ legal guardian/next of kin.","[Medisch Ethisch Toetsingscommissie Leiden-Den Haag-Delft, Leiden University Medical Center]","['PERSON', 'ORG']","[71, 129]","[127, 161]"
PMC8141553,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8141553\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by Tulane University IACUC.,[Tulane University IACUC],['ORG'],[46],[69]
PMC8141748,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8141748\sections\2_back\2_ethics_statement\1_p.xml,The animal study was reviewed and approved by Harbin Medical University.,[Harbin Medical University],['ORG'],[46],[71]
PMC8141850,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8141850\sections\1_body\6_ethics_statement\1_p.xml,The animal study was reviewed and approved by Animal Ethics Committee of SAAS.,[Animal Ethics Committee],['ORG'],[46],[69]
PMC8141861,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8141861\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Medical Ethics Committee of Renji Hospital Affiliated with Shanghai Jiao Tong University School of Medicine. The patients/participants provided their written informed consent to participate in this study. Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,"[the Medical Ethics Committee of Renji Hospital Affiliated, Shanghai, Tong University School of Medicine]","['ORG', 'GPE', 'ORG']","[71, 134, 148]","[128, 142, 182]"
PMC8143974,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8143974\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the University of Pennsylvania Institutional Review Board. Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements. Written informed consent was not obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,[the University of Pennsylvania Institutional Review Board],['ORG'],[71],[128]
PMC8144632,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8144632\sections\1_body\6_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by Ethical approval to perform the study was obtained from the local ethics committee on August 19, 2020 (Control-9867/2020, register REG. CONBIOETICA-09-CEI-011-20160627). A written informed consent for enrollment or consent to use patient data was obtained from each patient or their legal surrogate. The protocol was registered (TRIAL REGISTRATION: 
 ","[Ethical, August 19, 2020, REG, CONBIOETICA-09-CEI-011-20160627]","['ORG', 'DATE', 'ORG', 'ORG']","[71, 157, 202, 207]","[78, 172, 205, 238]"
PMC8147687,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8147687\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Regional Ethical Committee South East. The patients/participants provided their written informed consent to participate in this study.,[Regional Ethical Committee],['ORG'],[71],[97]
PMC8149898,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8149898\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Hospital Ethics Committee of the International Peace Maternity Child Health Hospital of China Welfare Institute (IPMCH). The patients/participants provided their written informed consent to participate in this study.,[the Hospital Ethics Committee],['ORG'],[71],[100]
PMC8149964,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8149964\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Regional Committee for Medical and Health Research Ethics in Western Norway (reference no.: 2013/1497). The patients/participants provided their written informed consent to participate in this study.,"[the Regional Committee for Medical and Health Research Ethics, Western Norway, 2013/1497]","['ORG', 'GPE', 'DATE']","[71, 136, 167]","[132, 150, 176]"
PMC8152667,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8152667\sections\1_body\6_ethics_statement\1_p.xml,"The animal study was reviewed and approved by the ethical review approval number: XYLL-2015023, Ethics Committee of Xinxiang Medical University.",[Ethics Committee of Xinxiang Medical University],['ORG'],[96],[143]
PMC8154543,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8154543\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Ethics Committee of the Peking University Health Science Center (LA2019189). The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by the Ethics Committee of the Peking University Health Science Center.,"[the Ethics Committee of the Peking University Health Science Center, LA2019189, the Ethics Committee of the Peking University Health Science Center]","['ORG', 'PRODUCT', 'ORG']","[71, 140, 294]","[138, 149, 361]"
PMC8155373,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8155373\sections\2_back\2_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Case Western Reserve Institutional Animal Care and Use Committee.,[the Case Western Reserve Institutional Animal Care and Use Committee],['ORG'],[46],[114]
PMC8155488,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8155488\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the institutional Review Board of the Yonsei University Health System. The patients/participants provided their written informed consent to participate in this study.,"[Review Board, the Yonsei University Health System]","['ORG', 'ORG']","[89, 105]","[101, 140]"
PMC8155495,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8155495\sections\1_body\6_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Committee on the Ethics of Animal Experiments of Jining Medical University (License ID: 2017-JZ-003).,"[the Committee on the Ethics of Animal Experiments of Jining Medical University (License ID, 2017-JZ-003]","['ORG', 'DATE']","[46, 138]","[136, 149]"
PMC8155515,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8155515\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by The Data Protection Officer (DPO) at OUH (approval number 2017/3904). Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements.,"[The Data Protection Officer, DPO, 2017/3904]","['ORG', 'ORG', 'DATE']","[71, 100, 129]","[98, 103, 138]"
PMC8155531,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8155531\sections\1_body\5_ethics_statement\1_p.xml,"All animal procedures and experimental protocols were approved by the AAALAC-accredited facility, the Committee on the Ethics of Animal Experiments of the National Taiwan University College of Medicine (IACUC approval No: 20200210).","[AAALAC, the Committee on the Ethics of Animal Experiments, the National Taiwan University College of Medicine, IACUC]","['ORG', 'ORG', 'ORG', 'ORG']","[70, 98, 151, 203]","[76, 147, 201, 208]"
PMC8155544,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8155544\sections\1_body\5_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by the Ethics Committee of the State Medical Board and the Medical Faculty of the University of Münster. The subjects provided their written informed consent to participate in this study. Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article. The animal study was reviewed and approved by Landesamt f r Natur-, Umwelt- und Verbraucherschutz NRW. Patients attended the Centre of Reproductive Medicine and Andrology (CeRA) at the University Hospital M nster or the Clinic for Urology, Pediatric Urology and Andrology in Gießen. All individuals gave written informed consent and the study protocol has been approved by the appropriate ethics committees according to the Declaration of Helsinki (Münster: Kennzeichen 2010-578-f-S, Gießen: No. 26/11).","[the Ethics Committee of, the State Medical Board, the Medical Faculty of the University of Münster, Landesamt, the Centre of Reproductive Medicine and Andrology, the University Hospital M, the Clinic for Urology, Pediatric Urology, the Declaration of Helsinki]","['ORG', 'ORG', 'ORG', 'PERSON', 'ORG', 'ORG', 'ORG', 'ORG', 'WORK_OF_ART']","[71, 95, 123, 456, 531, 591, 626, 650, 830]","[94, 118, 171, 465, 580, 616, 648, 667, 857]"
PMC8155619,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8155619\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by The Institutional Animal Care and Use Committee of Tongji University School of Medicine.,[The Institutional Animal Care and Use Committee of Tongji University School of Medicine],['ORG'],[46],[133]
